country,id,year,imports,exports
United States of America,USA,2014,2345185.753,1623420.675
Canada,CAN,2014,507025.7987,474626.6598
Bahamas,BHS,2014,12182.5756,3351.089051
Cuba,CUB,2014,11792.19689,2537.122328
Haiti,HTI,2014,5215.588666,986.7916362
Dominican Republic,DOM,2014,19043.10757,10236.27186
Jamaica,JAM,2014,6496.468583,1301.169072
Trinidad and Tobago,TTO,2014,8035.540139,19053.91743
Barbados,BRB,2014,2156.663446,481.3993847
Dominica,DMA,2014,585.5427088,172.7181785
Grenada,GRD,2014,578.4895666,130.7406149
St. Lucia,LCA,2014,2807.906078,150.3049891
St. Vincent and the Grenadines,VCT,2014,601.061164,83.40247024
Antigua & Barbuda,ATG,2014,,112.4001033
St. Kitts and Nevis,KNA,2014,683.9370108,110.3525657
Mexico,MEX,2014,439974.9306,397535.4469
Belize,BLZ,2014,1187.453926,435.0704416
Guatemala,GTM,2014,18260.5889,10671.5703
Honduras,HND,2014,10227.46062,5380.115734
El Salvador,SLV,2014,10510.25769,5272.354227
Nicaragua,NIC,2014,6809.886098,5378.373044
Costa Rica,CRI,2014,16098.61251,30045.06673
Panama,PAN,2014,13592.48831,810.720342
Colombia,COL,2014,64028.79186,54794.81206
Venezuela,VEN,2014,43693.79898,79171.60196
Guyana,GUY,2014,1856.207378,1426.013578
Suriname,SUR,2014,1802.011135,1260.228408
Ecuador,ECU,2014,27515.43694,25721.73072
Peru,PER,2014,46580.64486,38105.51912
Brazil,BRA,2014,251965.339,225099.6062
Bolivia,BOL,2014,10560.10041,12881.56612
Paraguay,PRY,2014,12428.83801,9652.957978
Chile,CHL,2014,72346.9988,76648.34017
Argentina,ARG,2014,67007.76419,69543.8547
Uruguay,URY,2014,15847.00037,10526.01841
United Kingdom,GBR,2014,652956.3196,461906.022
Ireland,IRL,2014,69679.4631,110910.5305
Netherlands,NLD,2014,584533.3586,656795.9625
Belgium,BEL,2014,446609.84,455669.8235
Luxembourg,LUX,2014,26557.5288,19094.2731
France,FRA,2014,663690.6535,569653.775
Switzerland,CHE,2014,202909.0212,238904.5923
Spain,ESP,2014,355000.7626,316618.8503
Portugal,PRT,2014,77787.615,63533.119
Germany,DEU,2014,1202804.293,1418624.715
Poland,POL,2014,210890.9259,208785.6405
Austria,AUT,2014,179122.0062,171076.2029
Hungary,HUN,2014,103093.3537,107904.842
Czech Republic,CZE,2014,151649.4212,171796.7523
Slovakia,SVK,2014,80729.5917,81922.2209
Italy,ITA,2014,451139.0873,521494.7841
Malta,MLT,2014,6373.366,1936.8584
Albania,ALB,2014,5220.864925,2322.770857
Montenegro,MNE,2014,2839.412915,574.2570522
Macedonia,MKD,2014,7194.328351,5110.032593
Croatia,HRV,2014,22515.96,13680.271
Bosnia and Herzegovina,BIH,2014,8957.79537,4690.782059
Slovenia,SVN,2014,34021.8684,36024.1769
Greece,GRC,2014,62905.2532,35173.8903
Cyprus,CYP,2014,6722.0116,1683.1802
Bulgaria,BGR,2014,34179.1447,28794.8093
Moldova,MDA,2014,6823.386945,2486.392303
Romania,ROU,2014,77392.0977,68655.7079
Russia,RUS,2014,285843.5261,497614.8616
Estonia,EST,2014,17587.4018,15536.2271
Latvia,LVA,2014,17494.4871,14351.2712
Lithuania,LTU,2014,34981.5586,31971.2548
Ukraine,UKR,2014,54381.74391,53911.03136
Belarus,BLR,2014,40787.8698,36358.3135
Armenia,ARM,2014,4401.599931,1519.286858
Georgia,GEO,2014,8585.735494,2861.69459
Azerbaijan,AZE,2014,13844.81959,22607.19682
Finland,FIN,2014,76294.5158,73046.7267
Sweden,SWE,2014,161120.0279,157939.2578
Norway,NOR,2014,89184.28417,142844.9145
Denmark,DNK,2014,95356.6143,108015.9759
Iceland,ISL,2014,5367.05487,5021.863223
Sao Tome and Principe,STP,2014,118.4841318,14.61477877
Guinea-Bissau,GNB,2014,457.3121803,273.4837918
Equatorial Guinea,GNQ,2014,2619.723979,10785.81696
Gambia,GMB,2014,1241.688389,100.2149589
Mali,MLI,2014,4222.325555,463.5790811
Senegal,SEN,2014,6048.666586,2573.248739
Benin,BEN,2014,9531.86359,882.0182974
Mauritania,MRT,2014,3886.636831,2392.634539
Niger,NER,2014,1964.100549,456.6693442
Ivory Coast,CIV,2014,12228.14144,12824.71491
Guinea,GIN,2014,6605.697443,2488.845599
Burkina Faso,BFA,2014,2695.333227,827.3502291
Liberia,LBR,2014,12819.87039,877.3115879
Sierra Leone,SLE,2014,1377.166849,1985.864662
Ghana,GHA,2014,18078.86516,9992.942464
Togo,TGO,2014,6815.617978,1179.70239
Cameroon,CMR,2014,7463.885864,5902.104217
Nigeria,NGA,2014,66789.47657,93438.53504
Gabon,GAB,2014,4872.694093,9262.716144
Central African Republic,CAF,2014,507.0760494,90.78743103
Chad,TCD,2014,1554.334709,2717.275668
Congo,COG,2014,5326.137927,9549.787567
Democratic Republic of the Congo,COD,2014,7545.110181,6565.249746
Uganda,UGA,2014,4738.455801,1940.218395
Kenya,KEN,2014,23048.71444,6658.7207
Tanzania,TZA,2014,15873.20134,4015.624803
Burundi,BDI,2014,679.6887187,83.60409361
Rwanda,RWA,2014,1521.072542,451.723383
Somalia,SOM,2014,2655.954447,781.7407452
Djibouti,DJI,2014,4233.544873,553.4240672
Ethiopia,ETH,2014,16620.35075,2597.245115
Angola,AGO,2014,27773.8712,58730.47408
Mozambique,MOZ,2014,12782.39167,5220.937111
Zambia,ZMB,2014,8974.990716,8232.322102
Zimbabwe,ZWE,2014,4981.335841,2754.508418
Malawi,MWI,2014,1721.715122,1013.096086
South Africa,ZAF,2014,109363.5682,91026.34518
Namibia,NAM,2014,,2882.380063
Lesotho,LSO,2014,,1014.347099
Botswana,BWA,2014,,5238.496505
Swaziland,SWZ,2014,,2172.227259
Madagascar,MDG,2014,3778.622218,2219.250864
Comoros,COM,2014,267.6523143,38.85329749
